證券代號,證券名稱,產業別
9918,欣天然,油電燃氣業
9919,康那香,其他業
9921,巨大,運動休閒
9924,福興,居家生活
9925,新保,其他業
9926,新海,油電燃氣業
9927,泰銘,其他業
9928,中視,其他業
9929,秋雨,其他業
9930,中聯資源,綠能環保
9931,欣高,油電燃氣業
9933,中鼎,其他業
9934,成霖,居家生活
9935,慶豐富,居家生活
9937,全國,油電燃氣業
9938,百和,其他業
9939,宏全,其他業
9940,信義,其他業
9941,裕融,其他業
9942,茂順,其他業
9943,好樂迪,觀光餐旅
9944,新麗,其他業
9945,潤泰新,其他業
9946,三發地產,建材營造業
9955,佳龍,綠能環保
9958,世紀鋼,鋼鐵工業
0300,03001U　臺股指凱基57售01,
0300,03002U　元債2X元大4B售05,
0300,03003U　元債2X元大53售05,
0300,03004U　道瓊2X元大53售01,
0300,03005U　中砂元大4B售05,
0300,03006U　台光電元大4B售11,
0300,03006X　元展06,
0300,03007U　貿聯元大4B售08,
0300,03007X　元展07,
0300,03008U　貿聯元大4B售09,
0300,03009U　矽力元大4B售02,
0301,03010U　台積電元富4B售25,
0301,03010X　元展10,
0301,03011U　陽明元富4B售01,
0301,03012U　奇鋐元富4B售01,
0301,03012X　元展12,
0301,03013U　奇鋐元富4B售02,
0301,03013X　元展13,
0301,030144　長榮鋼統一47購01,
0301,030145　鴻海統一54購02,
0301,030146　廣宇統一47購01,
0301,030149　海悅統一47購01,
0301,03014U　亞光元富4B售02,
0301,03014X　元展14,
0301,030150　大同統一4A購02,
0301,030151　聯發科統一54購01,
0301,030153　志聖統一47購02,
0301,030156　嘉晶統一49購01,
0301,03015U　陽明國票4B售03,
0301,03015X　元展15,
0301,030161　辛耘統一47購02,
0301,030164　崇越統一47購01,
0301,030168　元債2X元富4A購03,
0301,03016U　立積國票4B售02,
0301,03016X　元展16,
0301,03017U　電子類國票4B售01,
0301,03017X　元展17,
0301,03018U　電子類國票4B售02,
0301,03019U　金融類國票4B售01,
0301,03019X　元展19,
0302,03020U　台積電中信4B售05,
0302,03020X　元展20,
0302,03021U　臺股指永豐4B售08,
0302,03022U　臺股指永豐4B售09,
0302,03022X　富展01,
0302,03023U　富邦金群益51售01,
0302,03024U　奇鋐群益51售01,
0302,03025U　臺股指群益4B售38,
0302,03026U　臺股指群益4B售39,
0302,03026X　元展23,
0302,03027U　臺股指群益4B售40,
0302,03027X　元展24,
0302,03028U　臺股指群益4B售41,
0302,03029U　臺股指群益58售02,
0302,03029X　元展26,
0303,03030U　電子類群益4B售02,
0303,03031U　鴻海統一53售14,
0303,03032U　台積電統一53售09,
0303,03033U　南亞科統一53售02,
0303,03034U　長榮統一4B售08,
0303,03035U　長榮統一53售04,
0303,03035X　元展32,
0303,03036U　萬海統一4B售03,
0303,03037U　萬海統一53售02,
0303,03038U　奇鋐統一53售02,
0303,03038X　元展35,
0303,030399　新唐國票48購01,
0303,03039U　緯穎統一53售02,
0303,03039X　元展36,
0304,03040U　中砂元大4B售06,
0304,03041U　台光電元大4B售12,
0304,03042U　南亞科元大4B售04,
0304,030438　鴻海統一48購03,
0304,030439　台積電統一54購01,
0304,03043U　長榮元大4B售08,
0304,030441　海悅統一48購01,
0304,030442　大同統一48購03,
0304,030444　聯發科統一48購01,
0304,03044U　萬海元大4B售05,
0304,030450　一詮統一47購01,
0304,030451　一詮統一47購02,
0304,030452　國產統一47購01,
0304,030453　冠德統一47購01,
0304,030454　華固統一47購01,
0304,030458　奇鋐統一47購01,
0304,03045U　貿聯元大4B售10,
0304,03046U　貿聯元大4B售11,
0304,03047U　緯穎元大4B售09,
0304,03047X　元展44,
0304,03048U　FB台50凱基4B售02,
0304,030491　大亞凱基47購01,
0304,030492　大亞凱基47購02,
0304,030493　大亞凱基4C購01,
0304,030494　大亞凱基4C購02,
0304,03049U　國泰金凱基4C售01,
0304,03049X　元展46,
0305,030505　大同凱基4C購01,
0305,030506　大同凱基4C購02,
0305,030507　大同凱基4C購03,
0305,03050U　碩天凱基4C售01,
0305,03050X　元展47,
0305,03051U　世芯凱基4B售04,
0305,03052U　貿聯凱基4B售07,
0305,03053U　矽力凱基4B售02,
0305,03054U　台積電永豐55售02,
0305,03055U　台光電群益51售04,
0305,03056U　SGBR2X凱基4C售02,
0305,03057U　台光電凱基4B售05,
0305,03058U　南亞科凱基51售03,
0305,03059U　長榮凱基4B售11,
0306,03060U　陽明凱基4B售02,
0306,03061U　萬海凱基4B售06,
0306,03062U　富邦金凱基4B售03,
0306,03063U　貿聯凱基4B售08,
0306,03064U　電子類凱基4B售02,
0306,03065U　金融類凱基4C售01,
0306,03066U　華邦電統一4B售01,
0306,03067U　台光電統一53售03,
0306,03068U　萬海統一4B售04,
0306,03069U　S&P500中信52售01,
0307,030700　一詮統一48購01,
0307,030703　國產統一47購02,
0307,030707　冠德統一47購02,
0307,03070U　美債2X元富4C售01,
0307,030715　聯鈞統一47購01,
0307,030716　三福化統一47購01,
0307,030717　保瑞統一4C購02,
0307,030718　天虹統一47購01,
0307,03071U　中砂元富4B售04,
0307,03072U　長榮元富4B售09,
0307,030738　大同凱基48購01,
0307,030739　大同凱基48購02,
0307,03073U　臺股指元富4B售14,
0307,030740　大同凱基4C購04,
0307,03074U　臺股指元富4B售15,
0307,03074X　元展69,
0307,03075U　臺股指元富4B售16,
0307,03075X　元展70,
0307,03076U　臺股指元富4B售17,
0307,03077U　T50正2國票4B售03,
0307,03078U　FBNQ2X國票51售01,
0307,03079U　美費半國票4B售02,
0308,03080U　台積電國票4B售09,
0308,03081U　台積電國票4C售09,
0308,03082U　智邦國票4C售04,
0308,03083U　大同國票4B售02,
0308,03084U　南亞科國票4C售03,
0308,03085U　陽明國票4C售02,
0308,03086U　材料國票4C售03,
0308,03087U　臺股指富邦4B售09,
0308,03088U　臺股指富邦53售04,
0308,03089U　長榮台新4B售03,
0309,03090U　T50正2元大4B售07,
0309,03091U　T50正2元大4B售08,
0309,03092U　台積電元大4B售26,
0309,03093U　金像電元大4B售05,
0309,03093X　永豐金元大61展01,
0309,03094U　長榮元大4B售09,
0309,03095U　萬海元大4B售07,
0309,03096U　貿聯元大4B售12,
0309,03097U　臺股指元大4B售35,
0309,03098U　臺股指元大4B售36,
0309,03099U　臺股指元大4B售37,
0310,031005　台積電群益48購01,
0310,03100U　南亞科群益51售04,
0310,03101U　T50正2凱基4B售06,
0310,03102U　道瓊銀凱基53售01,
0310,03103U　台積電凱基4C售28,
0310,03104U　南亞科凱基4C售05,
0310,03105U　緯穎凱基4B售10,
0310,03106U　洋基凱基4C售01,
0310,03107U　臺股指凱基53售07,
0310,031085　勤美統一48購01,
0310,031086　勤美統一48購02,
0310,031087　中華統一48購01,
0310,03108U　長榮統一51售02,
0310,031094　大同統一4A購03,
0310,031095　大同統一4A購04,
0310,031096　大同統一54購01,
0310,031097　大同統一54購02,
0310,03109U　陽明元富4B售03,
0311,031105　華固統一4C購01,
0311,03110U　萬海元富4B售03,
0311,031113　瑞智統一4A購01,
0311,03111U　祥碩元富4B售02,
0311,03112U　滬深2X永豐4B售06,
0311,03113U　台光電永豐52售01,
0311,03114U　A50正2國票4C售02,
0311,03115U　直得國票4C售03,
0311,03116U　萬海國票4C售03,
0311,03117U　緯穎國票4C售05,
0311,03118U　臺股指國票4B售09,
0311,03119U　臺股指國票4C售03,
0312,03120U　臺股指國票4C售04,
0312,03121U　T50正2富邦53售02,
0312,03122U　萬海元大4B售13,
0312,031230　台積電統一47購02,
0312,031231　智邦統一4C購01,
0312,03123U　萬海元大4B售14,
0312,031245　牧德統一47購01,
0312,031246　上緯控統一47購02,
0312,031247　保瑞統一4C購03,
0312,03124U　虎航元大4B售05,
0312,03125U　長榮中信4B售02,
0312,03126U　聯發科永豐4B售05,
0312,03127U　長榮永豐4B售04,
0312,03128U　世芯永豐4C售09,
0312,03129U　元債2X元富4B售03,
0313,03130U　台光電元富4B售03,
0313,03131U　華城凱基4B售04,
0313,03132U　台積電凱基4C售30,
0313,03133U　聯發科凱基4B售05,
0313,03134P　台積電凱基51售01,
0313,03134U　雲豹凱基4C售02,
0313,03135P　台積電凱基51售02,
0313,03135U　巨大凱基4C售01,
0313,03136U　牧德國票4C售03,
0313,03137U　世芯國票4C售02,
0313,031384　鴻準統一47購01,
0313,03138U　世芯國票51售01,
0313,031394　帆宣統一48購01,
0313,031396　保瑞統一4C購04,
0313,03139U　精銳國票4C售03,
0314,03140U　臺股指國票51售02,
0314,03141U　臺股指國票51售03,
0314,03142U　美費半元大51售02,
0314,03143U　上銀元大4B售13,
0314,03144U　鴻海元大4B售15,
0314,03145U　台積電元大4B售29,
0314,03146U　聯發科元大4B售18,
0314,03147U　精銳元大4B售05,
0314,031489　台積電群益48購02,
0314,03148U　台積電群益4B售17,
0314,031490　台積電群益48購03,
0314,031491　台積電群益48購04,
0314,03149U　台積電群益4B售18,
0315,03150U　聯發科群益4B售09,
0315,03151U　聯發科群益4B售10,
0315,031520　元債2X元大4A購01,
0315,03152U　聯鈞群益4B售02,
0315,03153U　台光電中信4B售01,
0315,03154U　台積電永豐4C售10,
0315,03155U　T50正2元富4B售04,
0315,03156U　聯鈞元富4B售04,
0315,03157U　長榮元大4B售10,
0315,03158U　國泰金元大4B售06,
0315,03159U　奇鋐元大4B售11,
0316,03160U　世芯元大4B售08,
0316,03161U　台積電凱基4C售32,
0316,03162U　聯鈞凱基4B售05,
0316,03163U　世芯凱基4B售06,
0316,03164U　帆宣凱基4C售02,
0316,031653　長榮航統一47購01,
0316,031655　雄獅統一47購01,
0316,031656　創意統一47購02,
0316,03165U　臺股指凱基51售12,
0316,031662　高力統一47購01,
0316,031663　高力統一47購02,
0316,031664　高力統一48購01,
0316,031665　高力統一54購01,
0316,031666　高力統一54購02,
0316,031667　高力統一54購03,
0316,03166U　國泰金國票4C售04,
0316,03167U　奇鋐國票4C售06,
0316,03168U　聯鈞國票4C售05,
0316,03169U　臺股指國票52售01,
0317,03170U　國泰金中信4B售04,
0317,03171U　群創中信4B售02,
0317,03172U　陽明元富4B售05,
0317,031733　元債2X凱基4A購01,
0317,03173U　美指2X國票52售01,
0317,03174P　台積電凱基51售03,
0317,03174U　川湖國票4C售03,
0317,03175P　台積電凱基51售04,
0317,03175U　長榮國票4C售06,
0317,03176U　精銳國票4C售04,
0317,03177U　晶心科國票4B售03,
0317,03178U　昇陽半國票4C售01,
0317,03179U　台積電國泰4C售02,
0318,03180U　台積電凱基4C售34,
0318,03181U　聯發科凱基4C售10,
0318,03182U　長榮凱基4B售12,
0318,03183U　國泰金凱基4B售04,
0318,03184U　奇鋐凱基4B售08,
0318,03185U　聯電元大4B售03,
0318,031864　凌華統一49購01,
0318,031865　勤誠統一51購01,
0318,031867　高力統一55購01,
0318,03186U　台積電元大4B售31,
0318,03187U　智邦元大4B售04,
0318,03188U　台光電元大4B售13,
0318,03189U　臺股指元大4B售38,
0319,03190U　臺股指元大4B售39,
0319,03191U　昇陽半群益4B售03,
0319,03192U　上証2X永豐4B售01,
0319,03193U　川湖永豐4C售03,
0319,03194U　台積電永豐4B售17,
0319,03195U　國泰金永豐4C售02,
0319,03196U　長榮統一4C售05,
0319,03197U　陽明統一4C售04,
0319,03198U　亞力凱基4B售02,
0319,03199U　川湖凱基4C售03,
0320,03200U　台積電凱基4B售24,
0320,03201U　台積電群益4B售19,
0320,03202U　台積電群益4B售20,
0320,03203U　東陽元大4B售06,
0320,03204U　台光電元大4B售14,
0320,03205U　南亞科元大4B售05,
0320,03206U　長榮元大4B售11,
0320,03207U　東陽國票4B售02,
0320,03208U　士電國票4B售03,
0320,03209U　士電國票4C售02,
0321,03210U　中興電國票4C售02,
0321,032114　美律統一48購01,
0321,03211U　聯電國票4B售02,
0321,03212U　矽統國票4C售01,
0321,032132　凌華統一49購02,
0321,03213U　聯發科國票4B售03,
0321,03214U　聯發科國票4C售01,
0321,03215U　一詮國票4B售03,
0321,03216U　王品國票4C售01,
0321,032178　緯穎群益4B購01,
0321,03217U　八方國票4C售01,
0321,03218U　中信金國票4C售04,
0321,03219U　亞光國票4B售02,
0322,03220U　聯詠國票4B售02,
0322,03221U　達邁國票4C售04,
0322,032225　元日2X元富4B購01,
0322,03222U　鴻海富邦51售05,
0322,03223U　台積電富邦51售10,
0322,03224U　聯發科元富51售03,
0322,03225U　T50正2國票51售01,
0322,03226U　香港2X國票4C售01,
0322,03227U　金像電國票4C售04,
0322,03228U　台光電國票4C售06,
0322,03229U　精銳國票4C售05,
0323,03230U　精成科國票4B售02,
0323,03231U　勤誠國票4B售02,
0323,03232U　川湖國泰4C售02,
0323,03233U　台積電富邦55售03,
0323,032345　大亞統一47購01,
0323,032346　大亞統一49購01,
0323,032347　大亞統一49購02,
0323,032348　大亞統一49購03,
0323,032349　大亞統一4B購01,
0323,03234U　中興電群益4C售02,
0323,03235U　聯電群益4B售02,
0323,032360　冠德統一47購03,
0323,032363　長榮航統一55購01,
0323,032369　定穎控統一49購01,
0323,03236U　鴻海群益4B售09,
0323,032372　致伸統一49購01,
0323,032373　遠雄港統一47購01,
0323,032376　力智統一47購01,
0323,03237U　一詮群益4B售03,
0323,032387　美債2X元富47購01,
0323,03238U　陽明群益4B售04,
0323,03239U　國泰金群益4B售04,
0324,03240U　中信金群益55售01,
0324,03241U　亞光群益51售02,
0324,03242U　聯詠群益4B售01,
0324,03243U　華城永豐4B售03,
0324,03244U　鴻海永豐4B售11,
0324,032451　高力凱基48購01,
0324,032452　高力凱基48購02,
0324,032453　高力凱基51購01,
0324,032454　高力凱基51購02,
0324,03245U　世芯永豐4B售11,
0324,032460　國企2X群益48購01,
0324,03246U　昇陽半永豐51售01,
0324,03247U　勤誠永豐4B售01,
0324,03248U　士電凱基4B售04,
0324,03249U　致茂凱基4B售01,
0325,03250U　志聖凱基4C售01,
0325,03251U　中信金凱基4C售01,
0325,03252U　台積電元大4B售34,
0325,03253U　台光電元大4B售15,
0325,03254U　臺股指元大4B售42,
0325,03255U　臺股指元大4B售43,
0325,03256U　臺股指元大4B售44,
0325,03257U　T50正2中信54售02,
0325,03258U　精成科永豐51售02,
0325,03259U　台積電群益4C售11,
0326,03260U　金像電群益52售02,
0326,032611　勤美統一47購01,
0326,032613　台光電統一49購01,
0326,032617　冠德統一51購01,
0326,032619　威健統一47購01,
0326,03261U　聯發科群益4C售05,
0326,032621　碩天統一49購01,
0326,032622　材料統一4B購01,
0326,032624　遠雄港統一49購01,
0326,03262U　晟銘電群益4C售01,
0326,032632　潤泰新統一49購01,
0326,032634　世紀鋼統一47購02,
0326,032635　世紀鋼統一49購02,
0326,03263U　中興電凱基51售02,
0326,03264U　可成凱基4C售01,
0326,03265U　陽明凱基4C售06,
0326,032665　定穎控凱基47購01,
0326,032666　定穎控凱基48購01,
0326,03266U　晟銘電凱基4C售02,
0326,03267U　亞光凱基52售01,
0326,032680　世紀鋼凱基47購01,
0326,03268U　精成科凱基4C售03,
0326,03269U　欣興元富4C售03,
0327,032706　神基國票47購01,
0327,03270U　南亞國票51售01,
0327,03271U　華泰國票51售01,
0327,03272U　智邦國票51售01,
0327,03273U　長榮國票51售03,
0327,03274U　國泰金國票51售01,
0327,03275U　材料國票51售01,
0327,03276U　精成科國票51售03,
0327,03277U　矽格國票51售01,
0327,03278U　啟�眥窶�51售01,
0327,03279U　緯穎國票51售01,
0328,03280U　台光電國泰52售02,
0328,03281U　聯發科國泰52售02,
0328,03282U　香港2X元大52售01,
0328,03283U　美債2X元大51售03,
0328,032841　國巨凱基48購01,
0328,03284U　美債2X元大54售01,
0328,03285U　南亞科元大4C售04,
0328,03286U　國泰金元大54售01,
0328,03287U　臺股指富邦4C售12,
0328,03288U　臺股指富邦53售06,
0328,032895　勤美統一47購02,
0328,032896　第一銅統一49購01,
0328,032899　國巨統一49購01,
0328,03289U　香港2X凱基52售01,
0329,032900　國巨統一49購02,
0329,032904　立隆電統一49購01,
0329,032909　漢翔統一49購01,
0329,03290U　美債2X凱基52售01,
0329,032912　大立光統一47購01,
0329,032915　威健統一49購01,
0329,032917　聯鈞統一48購01,
0329,03291U　長榮凱基4C售04,
0329,032921　同欣電統一51購01,
0329,032923　至上統一48購01,
0329,032924　波力統一51購01,
0329,032925　波力統一55購01,
0329,03292U　陽明凱基4C售07,
0329,03293U　萬海凱基51售02,
0329,03294U　萬海凱基51售03,
0329,03295U　萬海凱基52售02,
0329,03296U　萬海凱基54售01,
0329,03297U　萬海凱基56售03,
0329,03298U　臺股指凱基4C售18,
0329,03299U　國泰金中信4C售01,
0330,03300U　聯發科永豐51售03,
0330,03301U　長榮永豐4C售03,
0330,03302U　萬海永豐4C售02,
0330,03303U　萬海永豐52售01,
0330,03304U　T50正2元富54售03,
